"id","model_slug","model_url","observed_at","effective_from","category","kind","materiality","confidence","title","summary","before","after","editorial_note","source_label","source_reference","reviewed_at"
"2026-05-01-jaecoo-7-super-hybrid-promotion-expired","jaecoo-7-super-hybrid","https://nowoczesneauta.pl/modele/jaecoo-7-super-hybrid/","2026-07-13","2026-05-01","promotion","expired","high","confirmed","Rabat Jaecoo 7 Super Hybrid nie obowiązuje od maja","Gotówkowy rabat 9000 zł zakończył się 30 kwietnia 2026. Bez nowego cennika publikujemy 159 900 zł za Select i 169 900 zł za Exclusive.","Promocja 150 900–160 900 zł do 30.04.2026","Ceny katalogowe 159 900–169 900 zł","Historyczne kwoty pozostają w rejestrze zmiany, ale nie obniżają bieżącej ceny karty modelu.","Cennik Jaecoo 7 Super Hybrid nr 5 z 1 kwietnia 2026","omoda-jaecoo/jaecoo-7-super-hybrid/cennik-2026-nr5.pdf","2026-07-13"
"2026-07-01-chery-tiggo-4-model-year-prices","chery-tiggo-4","https://nowoczesneauta.pl/modele/chery-tiggo-4/","2026-07-08","2026-07-01","price","changed","high","confirmed","Chery Tiggo 4 ma równoległe ceny roczników 2025 i 2026","Rocznik 2026 kosztuje katalogowo 98 200–107 900 zł. Samochody z produkcji 2025 pozostają w promocji od 90 900 zł do 30.09.2026.","Rocznik 2025 · od 95 900 zł katalogowo","Rocznik 2026 · od 98 200 zł katalogowo","W bazie jako cenę główną pokazujemy aktualny rocznik 2026, a promocję starszego rocznika opisujemy oddzielnie.","Cenniki Chery Tiggo 4 nr 4/2025 i nr 1/2026","niszowe/chery/tiggo-4/dane.md","2026-07-12"
"2026-06-01-omoda-7-warranty-conflict","omoda-7","https://nowoczesneauta.pl/modele/omoda-7/","2026-07-08","2026-06-01","warranty","conflict","high","conflict","Dwa cenniki Omoda 7 inaczej opisują gwarancję","Cennik nr 1 rozdziela 7 lat/150 tys. km na pojazd i 8 lat/160 tys. km na baterię. Cennik nr 3 podaje jedynie 8 lat/160 tys. km bez rozbicia.","7 lat/150 tys. km pojazd + 8 lat/160 tys. km bateria","8 lat/160 tys. km bez wskazania zakresu","Nie interpretujemy skróconego zapisu jako potwierdzonego wydłużenia gwarancji całego pojazdu.","Cennik Omoda 7 nr 3 z 01.06.2026","omoda-jaecoo/omoda-7/cennik-2026-nr3.pdf","2026-07-12"
"2026-07-01-chery-tiggo-8-winter-tyres-removed","chery-tiggo-8","https://nowoczesneauta.pl/modele/chery-tiggo-8/","2026-07-08","2026-07-01","promotion","removed","medium","confirmed","Chery Tiggo 8 stracił komplet opon zimowych za 1 zł","Aktualny cennik nadal zawiera rabat i ubezpieczenie, ale nie zawiera kompletu opon zimowych wycenianego wcześniej na 2 000 zł.","Korzyść do 24 000 zł · w tym opony zimowe","Korzyść do 22 000 zł · bez opon zimowych","Cena samochodu nie wzrosła, ale zmniejszyła się wartość pakietu promocyjnego.","Cenniki Chery Tiggo 8 nr 2 i nr 4","niszowe/chery/tiggo-8/dane.md","2026-07-12"
"2026-07-01-chery-tiggo-7-promo-extended","chery-tiggo-7","https://nowoczesneauta.pl/modele/chery-tiggo-7/","2026-07-08","2026-07-01","promotion","extended","medium","confirmed","Promocja Chery Tiggo 7 przedłużona do końca września","Ceny nie zmieniły się względem poprzedniego cennika; nowy dokument przesunął termin promocji z 30.06 na 30.09.2026.","Promocja do 30.06.2026","Promocja do 30.09.2026","To zmiana terminu, nie kolejna obniżka ceny.","Cennik Chery Tiggo 7 nr 4 z 01.07.2026","niszowe/chery/tiggo-7/dane.md","2026-07-12"
"2026-04-10-leapmotor-t03-mint-green-removed","leapmotor-t03","https://nowoczesneauta.pl/modele/leapmotor-t03/","2026-07-08","2026-04-10","equipment","removed","low","confirmed","Mint Green zniknął z palety Leapmotor T03","Najnowszy cennik RP26 wymienia trzy kolory i nie zawiera lakieru Mint Green obecnego w dokumentach z listopada 2025 i stycznia 2026.","4 kolory, w tym Mint Green","3 kolory: Canopy Grey, Caribbean Blue, Light White","Zmiana nie wpływa na cenę bazową, która pozostaje stabilna na poziomie 84 900 zł.","Cennik Leapmotor T03 RP26 z 10.04.2026","leapmotor/t03/cennik-2026-rp26-gazdagroup.pdf","2026-07-12"
"2026-07-07-byd-dolphin-surf-active-removed","byd-dolphin-surf","https://nowoczesneauta.pl/modele/byd-dolphin-surf/","2026-07-07","","versions","removed","high","uncertain","Active zniknął z oferty BYD Dolphin Surf","W najnowszej tabeli pozostały wersje Boost i Comfort. Wcześniejszy Active kosztował 82 700 zł.","Active, Boost i Comfort","Boost i Comfort","Brak osobnego komunikatu producenta o trwałym wycofaniu wersji.","Cenniki BYD Dolphin Surf porównane w fali VI–VII 2026","byd/dolphin-surf/cennik-2025.pdf","2026-07-12"
"2026-07-07-byd-atto-2-comfort-added","byd-atto-2","https://nowoczesneauta.pl/modele/byd-atto-2/","2026-07-07","","versions","added","high","confirmed","BYD Atto 2 dostał wersję Comfort","Nowy wariant za 156 900 zł ma 204 KM i tylne zawieszenie Multi-link, podczas gdy Active i Boost mają 177 KM oraz belkę skrętną.","Active i Boost · 177 KM","Comfort · 156 900 zł · 204 KM","Zmiana dotyczy nie tylko wyposażenia, ale również mocy i konstrukcji tylnego zawieszenia.","Cennik BYD Atto 2, fala VI–VII 2026","byd/atto-2/cennik-2025.pdf","2026-07-12"
"2026-07-07-byd-seal-6-comfort-lite-removed","byd-seal-6-dm-i","https://nowoczesneauta.pl/modele/byd-seal-6-dm-i/","2026-07-07","","versions","removed","high","confirmed","Comfort Lite zniknął z BYD Seal 6 DM-i","Wersja Comfort Lite za 176 300 zł występowała w cenniku 2025. Dokumenty VI–VII 2026 pokazują już tylko Boost i Comfort.","Boost, Comfort Lite i Comfort","Boost i Comfort","Ceny pozostałych wersji nie zmieniły się; zmniejszyła się liczba wariantów.","Cenniki BYD Seal 6 DM-i 2025 i VI–VII 2026","byd/seal-6-dm-i/cennik-2025.pdf","2026-07-12"
"2026-07-07-xpeng-g6-warranty-conflict","xpeng-g6","https://nowoczesneauta.pl/modele/xpeng-g6/","2026-07-07","","warranty","conflict","high","conflict","Hasło gwarancji XPeng G6 nie zgadza się z książką EU","Cennik komunikuje 7 lat gwarancji bez ograniczeń, natomiast książka gwarancyjna definiuje 5 lat/120 tys. km na pojazd i 8 lat/160 tys. km na układ wysokonapięciowy.","Marketing: 7 lat bez ograniczeń","Dokument: 5 lat/120 tys. km; bateria 8 lat/160 tys. km","Na stronie przyjmujemy dosłowne warunki z książki gwarancyjnej jako źródło bardziej wiążące.","Europejska książka gwarancyjna XPeng","xpeng/g6/gwarancja-eu.pdf","2026-07-12"
"2026-07-07-mg-hs-phev-polish-price-list","mg-hs-phev","https://nowoczesneauta.pl/modele/mg-hs-phev/","2026-07-07","","availability","added","high","confirmed","MG HS PHEV dostał polski cennik","Zamknięta została luka cenowa: wcześniejsze dane pochodziły z materiałów wielorynkowych bez cen w złotych, a obecnie dostępny jest polski cennik R26.","Brak potwierdzonej ceny w polskim cenniku","Excite od 164 500 zł · Exclusive od 173 500 zł","Nazwy wersji Excite/Exclusive różnią się od Comfort/Luxury w starszej broszurze wielorynkowej.","Polski cennik MG HS PHEV R26","mg/mg-hs-phev/cennik-r26-2026-06.pdf","2026-07-12"
"2026-07-07-mg-zs-r26-lineup","mg-zs","https://nowoczesneauta.pl/modele/mg-zs/","2026-07-07","","versions","changed","high","confirmed","MG ZS R26 zmienił linię wersji i silnik","Aktualny cennik wprowadza wersje Standard/Excite z silnikiem 1.5 MT5 115 KM zamiast starszych Excite/Exclusive 106 KM.","Excite/Exclusive · 106 KM","Standard/Excite · 115 KM","Starej linii nie mieszamy z aktualnym cennikiem; pozostaje opisana jako historia modelu.","Cennik MG ZS R26, VI 2026","mg/mg-zs/cennik-r26-2026-06-ice.pdf","2026-07-12"
"2026-07-07-byd-seal-comfort-removed","byd-seal","https://nowoczesneauta.pl/modele/byd-seal/","2026-07-07","2026-07-07","versions","removed","high","uncertain","Wersja Comfort zniknęła z cennika BYD Seal","Aktualny cennik pokazuje tylko Design i Excellence AWD. Comfort za 191 400 zł, obecny od lutego 2026, nie występuje w dokumencie lipcowym.","Comfort · 191 400 zł · 3 wersje","Design i Excellence AWD · 2 wersje","Dokument nie rozstrzyga, czy wersja została wycofana na stałe, czy pominięta w tej edycji cennika.","Cennik BYD Seal obowiązujący od 07.07.2026","byd/seal/cennik-2026-07.pdf","2026-07-12"
